"लोकप्रिय  हिल स्टेशन मनाली  शहर  कुल्लू  घाटी  के उत्तर  में है  , समुद्र  तल  से 2050 मीटर  की ऊँचाई  पर स्थित  मनाली  व्यास नदी  के किनारे बसा  है  हर  मौसम  में ही पर्यटकों  की भीड़ देख  सकते  हैं सर्दियों  के शून्य  से नीचे तापमान  में भी मनाली  में पर्यटक  आते  रहते हैं देवदार  के ऊँचे  ऊँचे  पेड़ ,  सुबह - सुबह  मंदिरों  से आती शंख  और घंटों  की आवाजें  ,  वातावरण  में एक  सुकून  भरी  अनुभूति  का अहसास आपको यहाँ  हमेशा  मिलता  रहता है मुझे यहाँ  की प्राकृतिक  सुन्दरता  ने बहुत  लुभाया  है ब्यास नदी  के किनारे बैठ  उस की लहरों  को देखना  हमें प्रकृति  के और  नजदीक  ले आता है इतनी  सुन्दर  जगह  है  कि आप एक  बार  जाएँगे  तो वहीं  बस  जाने को जी जरूर  करेगामजेदार  बात  यह है कि ४  साल  पहले जब  हम वहाँ  गए  थे तब यह मालूम  हुआ कि इस जगह  कहीं  कोई सिनेमाघर  नहीं है  हाँ ,  वहाँ  किसी रेस्तरां  के ऊपर एक  कमरे में डी वी डी पर फिल्में  दिखाई  जाती थींअब  क्या स्थिति  है  यह तो वहाँ  जाकर  पता चलेगा",pos
"﻿कुल्लू की  ओर जाने  वाले मार्ग  पर 3  किमी दूर  ब्यास नदी  के  बाएं  किनारे  पर स्थित  है । इस इंस्टीट्यूट में ट्रेकिंग  ,  माउंटेनियरिंग ,  स्कीइंग  और वाटर - स्पोर्ट्स से संबंधित  बेसिक और एडवांस प्रशिक्षण  पाठ्यक्रम आयोजित  किए  जाते हैं। अग्रिम बुकिंग  द्वारा  यहां से ट्रेकिंग  और स्कीइंग  के  उपकरण  किराये पर लिए जा सकते हैं। पर्यटक  यहां  का बेहतरीन  शो - रूम भी देख  सकते  हैं। रोहतांग - दर्रा जाते  हुए ,  मनाली  से 12  किमी दूर  कोठी एक  सुंदर  स्थान  है। यहां  रिज पर पीडब्ल्यूपी का रेस्ट हाउस बना  है ,  जहां  से सँकरी  होती घाटी  और पहाड़ों का सुंदर  दृश्य  दिखाई  देता है। यहां  बड़ी संख्या  में फिल्मों  की  शूटिंग  होती  है  मनाली  से 3  किमी उत्तर पश्चिम में ओल्ड मनाली  है  जो बगीचों और प्राचीन गेस्ट हाउसों के  लिए काफी प्रसिद्ध हैं। मनालीगढ़ नामक  क्षतिग्रस्त  किला  भी यहां  देखा जा सकता है। ",pos
" इस वीकेंड हम लोग  लोनावला घूमने  गये | मौसम  काफी  अच्छा  था  पुरे रस्ते रिमझिम  बारिश  होती  रही | पर मुझे किसी ने बारिश  में भीगने  नहीं दिया ,  फिर वहाँ  की चिक्की  और गरमागरम  भुट्टे खाकर  संतोष  करना  पड़ा| बुशी डैम पर मैंने खूब  मस्ती की| आज आपको वहीं  की कुछ  तस्वीरें  दिखा  रही हूँ | ",pos
"﻿सैर सपाटा ,  मौजमस्ती  भी जीवन  के  दो  रूप  हैं । कहते  हैं  कि मानसिक  तनाव  को दूर करने के  लिए ट्रेवेलिंग से न सिर्फ इंसान  अपने को तनावमुक्त महसूस  करता  है बल्कि नए लोगों  से मिलकर नए व्यवहार  भी बनाता  है। गर्मियों  की  बात  करें तो लोग  ऐसी जगहों  पर जाना  पसंद  करते  हैं जहाँ  ठंड  की  अनुभूति  हो । आज  हम चर्चा  करेंगे  कि कैसे  करें  यात्रा  हिमाचल प्रदेश  की। हिमाचल प्रदेश  , भारत  का पहाड़ी प्रदेश  माना जाता है। कालका  पहुंचने  पर गाड़ी बदलनी  पड़ती है। कालका  से शिमला  तक छोटी  रेल लाइन  है। इस लाइन  पर चलने  वाली गाड़ियों को टॉय ट्रेन  कहा  जाता है। यह पूरा  मार्ग  पहाड़ी है  और पहाड़ी के  बीचों बीच  ट्रेन  से शिमला  का नजारा  एक अलग ही  आनंद  देता है । ",pos
"﻿१५  तारीख  से राजस्थान  यात्रा  पर निकली  हुई थी  !   ! यात्रा  खत्म  हुई  पर खुमार अभी तक  छाया  हुआ हैशायद  अभी  कुछ  दिन  और रहेगा  ! जाने कितनी बार  फोटो  देख  चुकी  हूँ ! मम्मी  , दोनों  छोटी  बहनें  गड्डू और मिन्नी ,  साथ में गड्डू की  दोस्त  अस्मिता और उसकी मम्मी हम छः  लोगों  का गैंग निकल  पड़ा था राजस्थान  घूमने  !  हमारे डेस्टिनेशन थे जोधपुर  ,  जैसलमेर  ,  माउन्ट आबू  और उदयपुर   !  यात्रा  इतनी  मजेदार  और रोचक  थी  कि लिखे  बिना  रह ही  नहीं  सकती !  खासकर  यात्रा  की  शुरुआत  ही  बड़ी जबरदस्त थी  !  ",pos
"﻿ट्रेन  में बैठते  ही मम्मियों समेत  हम सब  मौज मस्ती  के मूड  में आ  गए !  बैठते  ही जो ठहाके लगने शुरू  हुए डिब्बे में हर  कोई एक  एक  बार  हमें देखकर  गया  !  और  कोई मौका  होता तो शायद  हम असहज महसूस करते मगर यहाँ  तो किसी की कोई परवाह  नहीं थी !  हमारे साथ जयपुर  के एक  अंकल आंटी बैठे  थे !  उन्होंने कहा  कि आप लोगों  के आने  से अच्छा लगा वरना कब से बैठे  बैठे  बोर हो रहे थे !  तब  हमने गौर  किया कि वाकई  अगर हम लोग  दो  मिनट  को भी चुप  हो जाएँ तो डब्बे में ऐसी घोर  शान्ति  थी मानो कोई अपहरण  करके ले जा रहा हो !  खैर उनकी इस बात  से हमारी मस्ती  को और  बल  प्राप्त हुआ !  मगर हर  किसी को कहाँ किसी की खुशी  सहन  होती है !  हमारे अगले  केबिन में बैठे  एक  सज्जन  को हमारे ठहाकों से तकलीफ  थी। वे अचानक  हमारी तरफ  मुड़े और  बोले   "" अगर आपकी आज्ञा  हो तो हम सो  जाएँ  ?   "" ",pos
"﻿मैं केरल  से प्रेम करता हूँ । मुझे केरल  व यहाँ  के लोग  बहुत  पसंद हैं। मैं अक्सर  यहाँ  आना  पसंद करता हूँ । यह अलग बात है कि यहाँ  मुझे भाषा  सम्बन्धी  समस्याओं  का सामना करना  पड़ता है यहाँ  के लोग  हिन्दी  कम समझते  हैं और मुझे मलयालम  नहीं आती  । काश !  मैं मलयालम  सीख  पाता  । कोई है यहाँ  पर जो मुझे मलयालम  सिखा  कर अपना दोस्त  बनाए । केरल  संपूर्ण  भारत  के लिए मार्गदर्शक  है। यहाँ  की महान  संस्कृति   ,  कार्य  संस्कृति   ,  महिलाओं  का राष्ट्र  निर्माण  में किया  जाने वाला योगदान  निश्चय ही देश  के लिए अनुकरणीय  है । शिक्षा  के प्रसार  से समाज  को किस तरह बदला  जा सकता  है  यह केरल  के उदाहरण  से सीखा  जा सकता  है। महिलाओं  पर प्रतिबंधों  की आवश्यकता  नहीं उनको आगे बढ़ाने की आवश्यकता  है । इस का सुन्दर  उदाहरण  केरल  है । केरल  में हिन्दी  भाषा  के प्रसार  की आवश्यकता  है  ताकि शेष देश  के लोग  केरल  से जुड़ सकें । शाकाहारी भोजनालयों  का अभाव  शाकाहारी  व्यक्तियों  के केरल  आने  में रुकावट  डालता है।केरल  है  कैसा मनभावन  चारों ओर  हरियाली  छाई नर  - नारी  मिल साथ चलें सब  नहीं किसी में छोट बड़ाई।",pos
"﻿दक्षिण  भारत  अपनी प्राकृतिक  सुंदरता  ,  रसीला हरे  वातावरण  और प्राचीन  backwaters के लिए जाना  जाता है जब हम दक्षिण  भारत  की सुंदरता  के बारे में  बात  करते  हैं ,  केरल  पहले  स्थान  पर मन  में आता  है  केरल  ,  भगवान  के  "" अपने देश  के रूप में जाना  ,  भारत  गणराज्य  में देश  के दक्षिणी  सिरे के पास  स्थित  है  यह राज्य  एक सबसे लोकप्रिय  स्थानीय  और अंतरराष्ट्रीय  यात्रियों  के लिए पर्यटन  स्थलों  में से एक  है    शाश्वत सौंदर्य की यह जगह ,  केरल  हरियाली में लिपटी है  और अद्वितीय सुंदरता  से पहाड़ी स्टेशनों और प्राचीन  और स्पार्कलिंग backwaters से लुभावनी विचारों के रूप में सम्मानित किया गया है Backwaters राज्य  के लिए एक  वरदान है  और केरल  यात्रा के पसंदीदा हिस्सा रहा है Houseboats कि backwaters पर सेल सबसे खूबसूरत lagoons ,  नहरों ,  झीलों और नदियों ,  जो इस खूबसूरत राज्य  के विस्तार के माध्यम से चलाने के माध्यम से जाना केरल  पर्यटन  के अन्य महत्वपूर्ण भागों राजसी हथेली अद्भुत गर्व में महासागरों पर देख पेड़ों के साथ सजावटी समुद्र तटों रहे हैं केरल  के तुमको सफेद समुद्र तटों अद्वितीय और सबसे असामान्य हैं और एक  और सभी के लिए एक  शानदार खुशी प्रदान करते  हैं   केरल  सचमुच प्रकृति प्रेमियों के लिए एक  हेवन है सुंदर राष्ट्रीय उद्यानों और वन्यजीव अभयारण्यों अन्य साधारण उद्यानों और अभयारण्यों से अलग देश  के माध्यम से बाहर खड़े रहो विदेशी शांति और वनस्पति की शानदार विविधता और पशुवर्ग यह एक  प्राकृतिक  सौंदर्य की दुनिया में सबसे प्रतिष्ठित स्थानों में से एक  है केरल ,  अलग से अपने अद्वितीय सुंदरता  Ayurvedha की प्राचीन  कला के लिए जाना  जाता है शरीर और मन  के लिए प्रदान की कायाकल्प चिकित्सा और लोगों का एक  अभिन्न हिस्सा दुनिया भर से बन गया है  यहाँ आने के लिए इस प्राचीन  कला के चमत्कारी प्रभाव का अनुभव ",pos
﻿एक रूहानी  सी कशिश  है  उसमें उसके पीछे  बहती  यमुना  और उसके ऊपर वोह साफ  चमकता  हुआ आसमान  उसे देख  कर तो लगता  है  की इंसान  प्रदूषण  जैसी चीज  से वाकिफ  ही नहींजितना  इसे निहारो  उतना  कम  ताज  की खूबसूरती  को जहन  में बसाये  हम वापस  स्टेशन  की तरफ़ चल  दिये जहाँ  गाड़ी के आधे  घंटे के इन्तजार  में हमारा साथ  स्टेशन  पर मौजूद  इंसानों  की संख्या  से दोगुनी  मक्खियों  ने दियाअंत में हम गाड़ी में सवार हो गएउस गाड़ी के सफर  की भी अपनी एक दास्तान  है  को कभी  और आपके साथ बताउंगी पर हाँ एक  बात है  मुगलों  ने आगरा  को जिस खूबसूरती  से सजाया  था आज  इंसानों  ने उसे उतनी  ही मेहनत  से बिगाड़ा हैविश्व  में इतना  ऊँचा  रुतबा  रखने पर जब  किसी शहर  का यह हाल  है  तो उन गुमनाम  कस्बों और जिलों की हालत  की तो कल्पना  ही की जा सकती हैकुछ तस्वीरें  हैं उम्मीद  है  सबको आयेगी।,pos
"﻿लगभग  २५०  से ३००  व्यक्ति  बैठ  सकते  हैं । इस पर रेस्तराँ  बैन्ड सब कुछ  रहता है। जो मन  आये  वह पीजिये ,  गाना  सुनिये  ,  नाच  का मजा  लीजिए ,  खुद भी नाचिये  ,  और सैर  का आनन्द  लीजिए।बोट से दृश्य  बहुत  सुन्दर  था। दृश्य  का आनन्द  लेते हुए ,  जब  नजर  इधर - उधर  दौड़ायी तो देखा  कि एक  कोने में एक  दूसरा  बहुत  सुन्दर  सा भारतीय  जोड़ा खड़ा था। गोवा  में एक  बहुत  अच्छा  एम्पोरियम  है। इसमें भारतवर्ष  के सब  कोनों से सामान  रहता है। मुन्ने की माँ  ने जीत  कि खुशी  में वहाँ  से पहले  ही अपने लिये पशमीने का एक  शॉल खरीद  लिया था। मेरी जेब  खाली  हो चुकी  थी।",pos
"﻿गोवा  आए  चार  दिन  हो चुके  हैं ,  बेहद  खूबसूरत  शहर  है । समन्दर  और हरियाली  का अद्भुत  मेल । सुन्दरता  तो कोंकण  क्षेत्र  को शायद  तोहफे में ही मिली  है। आप कोंकण  रेलवे में भी सफर  करेंगे  तो छोटी  छोटी  पहाड़ियाँ ,  नदियां  जंगल  आपका साथ देते चले जाते हैं इसलिए  गोवा  का सफर  मुझे बेहद  पसंद  है। चौथी  बार  लगातार  अपनी शादी  की चौथी  सालगिरह  मनाने  के लिए इससे बेहतर  जगह  कोई नहीं मिली । अभी  गोवा  में ही हूं आकर  आराम से पूरा  वृत्तांत  लिखूंगी लेकिन आज  सुबह  डॉल्फिन  क्रूज  देखकर  आई  हूं ,  डॉल्फिन  बड़ी प्यारी सी शर्मीली  मछलियां  , हालांकि पानी  से बाहर जरा  देर  के लिए ही आईं  पर मुझे समन्दर  के पानी  में बहुत  मजा  आया।इस बार  मैं पंजिम ठहरी  हूं इससे पहले  एक रिसोर्ट में ठहरी  थी जो बिलकुल  बीच पर ही था । तब  तो दिन रात  पानी  के किनारे  लेकिन इस बार  हमेशा  से ज्यादा  मजा  आ  रहा है। दिन  भर बीच पर लहरों  और पानी  के बीच  , (पति  महोदय  किंगफिशर के बीच )खैर ये जोक है  इतना  ज्यादा  पीते  नहीं है। ढेरों फोटो  भी खींचे  हैं लेकिन जयपुर  जाकर डाउनलोड  करूंगी। लेकिन गोवा  यात्रा  अभी  खत्म  नहीं हुई  है  अभी  तो शुरुआत  है  जैसे जैसे वक्त  मिलेगा  लिखती  रहूंगी और आप सब को जी भर कर बोर करूंगी।",pos
टिहरी गढ़वाल भारतीय  राज्य  उत्तराखंड  का एक  जिला  है । इसके अतिरिक्त टिहरी  उत्तराखंड  का सबसे बड़ा जिला  है ।पर्वतों  के बीच स्थित  यह जगह  काफी  खूबसूरत  है । हर  वर्ष  काफी  संख्या  में पर्यटक  यहाँ  पर घूमने  के लिए आते  हैं। यह स्थान  धार्मिक स्थल  के रूप में भी  काफी  प्रसिद्ध  है ।,pos
"﻿सोलह  मई  को अपनी गोवा  यात्रा  सम्पन्न  कर सतना लौटी  लौट  तो आई  ,  लेकिन मन  वहीं  कहीं  हरियाली  के बीच  छूट  गया इतना  सुन्दर  राज्य  हालांकि मुझे बताने  की जरूरत  नहीं है  ,  सब  जानते  हैं ,  गोवा  के बारे में  फिर भी  कुछ  तस्वीरें  तो दिखा  ही सकती  हूं ,  ज़्यादा बोर नहीं करूंगी लम्बा सा वृत्तान्त  लिख  केपनवेल से ट्रेन  गोवा  की ओर  मुखातिब हो जाती है ,  और शुरू  होता  है  कोंकण  का खूबसूरत  हरा - भरा  इलाका  पानी  से लबालब  भरी नदियां  और फलों  से लदे  वृक्ष  सड़क - मार्ग  पर दोनों  ओर  आम  ,  इमली  और नीम  जैसे बड़े वृक्ष  मुसाफिरों  को भरपूर  छाया  देते  हैं पर्यावरण  को प्रदूषित  होने  से तो बचाते  ही हैं चंद  तस्वीरें  देखें  और तुलना  करें  ,  बतायें  कि क्या मध्यप्रदेश  शासन  सड़क - मार्ग  को भी वृक्षों  से आच्छादित  नहीं कर  सकता ",pos
"﻿कहते  हैं इंसान  अपने जीवन  की हर एक  छोटी  बड़ी खुशियों  को हमेशा  याद रखता है  यानी हमें हर  वो पल  हमेशा  याद  रहता  है  जब  हमें खुशी  हुई हो , मजा  आया  हो और हम उसी पल  में हमेशा  जीने  की इच्छा  करते  रहे  ऐसा ही पल  मेरे जीवन  में तब  आया  था जब  मैं अपने परिवार  के सहित गोवा  घूमने  गयी थीमेरी परीक्षाएं  खत्म  ही हुई  थीं  और दशहरा  की छुट्टियाँ  आरम्भ  हुई  थीं उसी समय  हमने गोवा  जाने  की योजना बनायीवैसे तो मैंने कई  पहाड़ी स्थल  देखे  हैं  जैसे शिमला , मस्सोरी , मनाली आदि परन्तु कोई समुद्र ततिये इलाका नहीं देखा था और शायद इसी वजह से मुझे वहां ज्यादा मजें आयेजैसा की मैंने कहा  मैंने कभी  समुद्र  के किनारे  बसे  शहरों  को नहीं देखा  था  इसीलिए  जब  हमारा हवाई जहाज  पहली  बार  समुद्र  के ऊपर से गुजरा  मेरा दिल  जैसे उछलने  लगाजहाज जैसे जैसे गोवा  में उतरने  लगा मेरी धड़कनें और  भी बढ़ गयी गोवा  को पहुँचने  के कारण   , अफसोस  हम उस दिन घूम  नहीं पाए  लेकिन यदि हम जल्दी से  तैयार होकर सबसे पहले  गोवा  के बीच घूमने  गए , हमने कई  बीच देखे  जैसे कालेंगुत , मीरामार आदि जैसे ही हम कार  से उतरकर  बीच पर पहुँचे सामने  बस पानी  ही पानी  था  दूर  दूर  तक सिर्फ समुद्र  के इलावा और  कुछ नहीं दिख रहा था , वह पल  इतना अद्भुत था  की शायद मैं उसे शब्दों मैं बयान नहीं कर सकती जिसने भी वह दृश्य  पहली  बार  देखा  होगा वह समझ  सकते  हैं कि इस वक्त  उस नज़ारे को व्यक्त  करने  में इतनी असफल  क्यूं हो रही हूँशाम  को हम फेरी पर भी बैठे  थे जहाँ  से गोवा  बेहद  खूबसूरत  लग  रहा थाहमने वहाँ  जी भर के मजे किये  जितने  शायद  ही कभी  किये  होंगेवह पल  मेरी जिन्दगी  का सबसे यादगार  पल  रहेगा जिसे शायद  मैं भूल कर भी न भुला  पाऊँ   ",pos
"पहली  बार  खुले आसमान  के नीचे जहाँ  तक  नजर  जाती   हो ,  बस पानी  ही पानी  था । जिसे देखकर  मन  को ऐसा  लगा  जैसे ये विशाल  समुद्र  बाँहें  फैलाकर हमारा स्वागत  कर  रहा हो और जब लहरें  हमें छूकर  वापस  लौट  रही थीं तो मानो  वो हमारी थकान  को मिटाते  हुए हममें एक  नया  उत्साह  भर रही हो।  यूँ तो नारियल  हर  जगह  मिलता  है ,  पर गोआ  के नारियल पानी की बात ही निराली  है । बीच पर खड़े होकर नारियल पानी पीने  का अपना ही मजा  है । जानते  हैं गोआ  में नारियल  की फसल  बड़े पैमाने पर होती  है ,  साथ ही  इससे रस्सियाँ  और चटाई  भी बनाई  जाती हैं। इसका तेल  खाना  बनाने  में उपयोग  किया  जाता है। इससे मछली  पकड़ने का जाल  भी बनता  है। इसकी पत्तियाँ  छत  और टोकरी  बनाने  के काम  में ली जाती हैं ,  इसलिए  वहाँ  के लोगों  की जीविका  का नारियल  ही प्रमुख  साधन  है ।",pos
